"CustomerID","loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","addr_state"
"C900002514","11200","11200","36 months","6.62%","343.89","A","A2","Long Agency Inc.","n/a","RENT","52000","not verified","debt_consolidation","145xx","NY"
"C900008598","20000","20000","36 months","11.11%","655.82","B","B5","FujiFilm Dimatix","9 years","RENT","125000","VERIFIED - income","debt_consolidation","951xx","CA"
"C900003689","15000","15000","60 months","11.49%","329.82","B","B4","Microsystems, Inc","10+ years","MORTGAGE","120000","VERIFIED - income source","debt_consolidation","325xx","FL"
"C900004202","10750","10750","36 months","6.17%","327.87","A","A3","Los Angeles Sheriff Department","4 years","MORTGAGE","80000","VERIFIED - income","debt_consolidation","935xx","CA"
"C900006784","7000","7000","36 months","10.65%","228.02","B","B2","kaiser permanente","10+ years","MORTGAGE","36000","VERIFIED - income","debt_consolidation","928xx","CA"
"C900003777","2100","2100","36 months","6.03%","63.92","A","A1","Douglas School System","10+ years","MORTGAGE","64000","VERIFIED - income source","debt_consolidation","577xx","SD"
"C900006370","15800","15800","36 months","11.14%","518.3","B","B1","Head Start Telecom","< 1 year","OWN","1e+05","not verified","debt_consolidation","740xx","OK"
"C900001147","10000","10000","36 months","15.96%","351.38","C","C5","Stanford hospital","9 years","RENT","51000","not verified","credit_card","940xx","CA"
"C900002257","3300","3300","36 months","7.66%","102.9","A","A5","ASA","10+ years","MORTGAGE","54400","VERIFIED - income","debt_consolidation","786xx","TX"
"C900000053","6000","6000","36 months","15.31%","208.9","D","D3","storage power battery","2 years","MORTGAGE","30000","not verified","credit_card","601xx","IL"
"C900007998","7500","7500","36 months","10.37%","243.31","B","B3","The Home Depot","4 years","RENT","21996","VERIFIED - income source","debt_consolidation","906xx","CA"
"C900001788","8000","8000","36 months","13.16%","270.17","C","C3","PEC Corp.","< 1 year","RENT","50000","not verified","debt_consolidation","810xx","CO"
"C900000606","2500","2500","36 months","14.54%","86.11","D","D1","ymca","1 year","RENT","31000","not verified","debt_consolidation","193xx","PA"
"C900000106","7000","7000","36 months","15.95%","245.93","D","D4","AVX Corporation","5 years","MORTGAGE","70000","VERIFIED - income source","home_improvement","295xx","SC"
"C900001731","3000","3000","60 months","9.99%","63.73","B","B4","City of Weatherford Fire Department","3 years","MORTGAGE","45000","not verified","other","760xx","TX"
"C900000020","10000","10000","36 months","5.42%","301.6","A","A1","Deer Valley Resort","10+ years","MORTGAGE","115000","not verified","home_improvement","840xx","UT"
"C900006997","12000","12000","60 months","17.27%","299.98","D","D3","Village of Stone Park","10+ years","MORTGAGE","1e+05","VERIFIED - income source","car","605xx","IL"
"C900005337","17600","17600","60 months","10.74%","380.39","B","B4","Wackenhut Services, INC.","8 years","MORTGAGE","70080","VERIFIED - income","debt_consolidation","890xx","NV"
"C900003325","25000","15575","60 months","11.49%","342.46","B","B4","Providence Health and Services","< 1 year","RENT","82000","VERIFIED - income","other","971xx","OR"
"C900007488","5500","5500","36 months","7.88%","172.05","A","A5","AC Square, Inc.","< 1 year","RENT","60000","not verified","credit_card","945xx","CA"
"C900007777","6600","6600","36 months","7.88%","206.45","A","A5","Auburn Foreign Car","5 years","MORTGAGE","72000","not verified","credit_card","980xx","WA"
"C900001870","10000","10000","60 months","14.91%","237.43","D","D2","","n/a","OWN","28800","not verified","home_improvement","891xx","NV"
"C900002098","20000","20000","36 months","17.39%","716.95","E","E4","vana beauty salon","4 years","RENT","62000","VERIFIED - income","small_business","958xx","CA"
"C900002356","6000","6000","36 months","7.74%","187.32","A","A3","Harper's Restaurant","< 1 year","MORTGAGE","40000","not verified","debt_consolidation","292xx","SC"
"C900002798","30000","30000","36 months","18.25%","1088.34","D","D5","Walgreens","7 years","MORTGAGE","131000","VERIFIED - income","debt_consolidation","851xx","AZ"
"C900009138","5000","5000","60 months","14.96%","118.85","D","D2","Specfab Services Inc","7 years","MORTGAGE","26880","not verified","home_improvement","296xx","SC"
"C900009312","10000","10000","36 months","13.61%","339.89","C","C2","Springer Publishing Company","< 1 year","RENT","34000","not verified","debt_consolidation","068xx","CT"
"C900008341","6700","6700","60 months","10.38%","143.62","B","B1","","n/a","MORTGAGE","48000","not verified","other","029xx","RI"
"C900004919","10000","10000","36 months","14.27%","343.09","C","C2","Army National Guard","10+ years","MORTGAGE","115000","VERIFIED - income source","home_improvement","225xx","VA"
"C900005800","16750","16750","36 months","14.09%","573.21","D","D1","CBS","4 years","RENT","39996","VERIFIED - income source","debt_consolidation","073xx","NJ"
"C900002849","2000","2000","36 months","14.79%","69.13","C","C4","Fidura & Associates, Inc.","6 years","RENT","67000","VERIFIED - income source","debt_consolidation","232xx","VA"
"C900008729","24000","24000","36 months","7.90%","750.97","A","A4","architectural window mfg","9 years","RENT","62004","VERIFIED - income","debt_consolidation","074xx","NJ"
"C900008569","9600","9600","36 months","18.39%","348.95","E","E2","Scott Insurance","10+ years","MORTGAGE","62000","not verified","debt_consolidation","230xx","VA"
"C900006053","4000","4000","36 months","7.51%","124.45","A","A3","","n/a","OWN","57600","not verified","debt_consolidation","923xx","CA"
"C900004485","9000","9000","36 months","7.49%","279.92","A","A4","PING Golf","7 years","MORTGAGE","48800","not verified","credit_card","850xx","AZ"
"C900000323","5000","5000","60 months","11.71%","110.5","B","B3","Sparrow Health","5 years","MORTGAGE","38004","not verified","home_improvement","488xx","MI"
"C900009546","35000","35000","36 months","7.90%","1095.16","A","A4","Sisters of Mercy Health System","5 years","MORTGAGE","125000","VERIFIED - income","debt_consolidation","633xx","MO"
"C900000885","4800","4800","36 months","13.35%","162.55","C","C4","","n/a","MORTGAGE","62100","not verified","credit_card","103xx","NY"
"C900003448","7500","7500","36 months","6.62%","230.28","A","A2","Accurate Controls","7 years","RENT","49000","VERIFIED - income source","other","549xx","WI"
"C900008715","19000","19000","60 months","6.91%","375.42","A","A5","Emerson Tools","< 1 year","RENT","30000","VERIFIED - income","credit_card","631xx","MO"
"C900004307","5600","5600","36 months","6.62%","171.95","A","A2","Windstream Communications","2 years","MORTGAGE","70000","VERIFIED - income source","wedding","275xx","NC"
"C900009477","10000","10000","36 months","6.17%","305","A","A3","Department of Defense","4 years","RENT","50000","VERIFIED - income","credit_card","921xx","CA"
"C900002552","24250","18775","36 months","8.88%","596","B","B1","NYC Deptof Ed","10+ years","MORTGAGE","95004","VERIFIED - income","debt_consolidation","112xx","NY"
"C900008387","3600","3600","36 months","13.99%","123.03","C","C3","Gannett","10+ years","MORTGAGE","65000","not verified","home_improvement","631xx","MO"
"C900006744","12000","12000","36 months","5.79%","363.93","A","A2","United States Postal Service","8 years","RENT","62000","VERIFIED - income","debt_consolidation","024xx","MA"
"C900002591","20000","20000","60 months","13.23%","457.42","C","C1","","< 1 year","MORTGAGE","70000","VERIFIED - income","debt_consolidation","130xx","NY"
"C900000312","3500","3500","36 months","10.08%","113.07","B","B3","U.S. Army","5 years","RENT","32400","not verified","major_purchase","706xx","LA"
"C900003338","5500","5500","36 months","7.68%","171.55","A","A2","City of Walnut Creek","4 years","RENT","70000","VERIFIED - income source","credit_card","945xx","CA"
"C900002122","5000","5000","36 months","12.99%","168.45","C","C1","Patterson Companies, Inc.-Midland","10+ years","MORTGAGE","40000","not verified","other","292xx","SC"
"C900009336","5000","5000","36 months","7.74%","156.1","A","A3","insurance technologies","6 years","MORTGAGE","2e+05","not verified","debt_consolidation","600xx","IL"
"C900005990","15250","15250","36 months","15.68%","533.78","E","E1","TransUnion","1 year","MORTGAGE","61200","not verified","home_improvement","925xx","CA"
"C900001583","4800","4800","36 months","11.99%","159.41","B","B5","VCA pets are people too","1 year","OWN","27000","VERIFIED - income source","home_improvement","303xx","GA"
"C900005389","1050","1050","36 months","6.99%","32.42","A","A3","Fried Bros., Inc.","< 1 year","RENT","6000","VERIFIED - income source","credit_card","191xx","PA"
"C900003028","10000","10000","36 months","15.23%","347.79","C","C5","Bay Cove Human Service","4 years","MORTGAGE","28932","VERIFIED - income source","home_improvement","021xx","MA"
"C900001364","6200","6200","36 months","14.11%","212.22","D","D1","Dept of Veterans Affairs","2 years","RENT","26000","VERIFIED - income","debt_consolidation","958xx","CA"
"C900000933","9600","9600","36 months","11.86%","318.22","B","B5","State of Texas","2 years","MORTGAGE","48000","VERIFIED - income source","debt_consolidation","760xx","TX"
"C900000721","16000","16000","36 months","11.99%","531.36","B","B5","IBM","5 years","MORTGAGE","110000","VERIFIED - income","debt_consolidation","336xx","FL"
"C900009153","10000","10000","36 months","6.03%","304.36","A","A1","","n/a","MORTGAGE","57600","not verified","major_purchase","549xx","WI"
"C900004426","24000","24000","36 months","11.36%","789.87","B","B5","Shamrock Paving","7 years","MORTGAGE","73600","VERIFIED - income","home_improvement","906xx","CA"
"C900009624","6000","6000","36 months","5.42%","180.96","A","A1","Bank of the West","10+ years","MORTGAGE","59600","not verified","debt_consolidation","945xx","CA"
"C900004160","12000","12000","60 months","11.71%","265.18","B","B3","Matrix Absence Management, Inc","2 years","MORTGAGE","45000","not verified","debt_consolidation","853xx","AZ"
"C900006714","1800","1800","60 months","9.99%","38.24","B","B1","Clay County Medical Center","5 years","MORTGAGE","36000","not verified","car","674xx","KS"
"C900004890","18000","18000","36 months","10.99%","589.24","B","B4","Honeywell","8 years","MORTGAGE","78000","not verified","debt_consolidation","853xx","AZ"
"C900005859","7100","7100","36 months","6.99%","219.2","A","A3","ABC UNIFIED DISTRICT","2 years","RENT","50400","VERIFIED - income source","major_purchase","928xx","CA"
"C900004634","6500","6500","36 months","5.99%","197.72","A","A2","Carolinas Healthcare System","10+ years","MORTGAGE","99518.42","not verified","debt_consolidation","280xx","NC"
"C900003436","2600","2600","36 months","8.38%","81.94","A","A5","College Pro Painters","3 years","MORTGAGE","6500","not verified","other","806xx","CO"
"C900000159","8000","8000","60 months","14.17%","186.86","C","C5","Pantheon Ventures US LP","3 years","RENT","84996","not verified","other","945xx","CA"
"C900005067","10000","10000","60 months","14.91%","237.43","D","D2","New York city police department","6 years","RENT","74646","VERIFIED - income","debt_consolidation","104xx","NY"
"C900008840","15000","15000","36 months","6.99%","463.09","A","A3","Open Text","10+ years","RENT","99000","not verified","debt_consolidation","323xx","FL"
"C900007009","10000","10000","36 months","15.62%","349.7","D","D1","SA Quality Fence","1 year","RENT","65000","not verified","major_purchase","781xx","TX"
"C900007908","3500","3500","36 months","8.59%","110.64","A","A4","College of Saint Benedict","< 1 year","MORTGAGE","32500","not verified","educational","563xx","MN"
"C900002808","6000","6000","36 months","11.71%","198.46","B","B3","Infosys Technologies Ltd.","1 year","RENT","90000","not verified","credit_card","070xx","NJ"
"C900004797","6250","6250","36 months","10.62%","203.5","B","B3","Fedex Express","< 1 year","OWN","18000","VERIFIED - income","debt_consolidation","193xx","PA"
"C900004777","14000","13625","36 months","11.26%","447.77","B","B2","Papa Architect  P.c.","1 year","RENT","30000","VERIFIED - income source","debt_consolidation","103xx","NY"
"C900009568","6000","6000","36 months","7.88%","187.69","A","A5","EMTC Quitman","3 years","MORTGAGE","69000","not verified","credit_card","754xx","TX"
"C900003123","5000","5000","60 months","8.49%","102.56","A","A5","pantusos","1 year","RENT","28800","VERIFIED - income source","major_purchase","815xx","CO"
"C900009871","12800","12800","36 months","12.84%","430.31","C","C2","Central Parking Systems","3 years","MORTGAGE","51000","not verified","debt_consolidation","321xx","FL"
"C900007156","25000","25000","60 months","16.40%","613.28","E","E1","Union Bank","6 years","RENT","75000","VERIFIED - income","debt_consolidation","941xx","CA"
"C900008288","15000","15000","36 months","8.49%","473.45","A","A5","XO Communications","5 years","MORTGAGE","75000","not verified","small_business","926xx","CA"
"C900002549","3000","3000","36 months","9.45%","96.03","B","B1","gods love inc.","10+ years","OTHER","25992","not verified","major_purchase","596xx","MT"
"C900005971","16700","16700","36 months","10.37%","541.77","B","B3","Dexter and Chaney","4 years","RENT","54996","not verified","debt_consolidation","980xx","WA"
"C900002709","25000","25000","60 months","15.28%","598.43","D","D3","Occidental Petroleum","< 1 year","MORTGAGE","125000","VERIFIED - income","home_improvement","797xx","TX"
"C900005242","1200","1200","36 months","13.49%","40.72","C","C1","APM Terminals, NA","4 years","MORTGAGE","60000","not verified","home_improvement","282xx","NC"
"C900000318","12000","12000","36 months","16.89%","427.18","D","D4","US Army","7 years","MORTGAGE","73000","VERIFIED - income source","house","314xx","GA"
"C900002878","3500","3500","36 months","6.62%","107.47","A","A2","SUHSD","8 years","RENT","69996","VERIFIED - income source","other","919xx","CA"
"C900002411","20700","20700","60 months","21.74%","568.66","F","F5","CHENEY BROTHERS","10+ years","MORTGAGE","67200","not verified","debt_consolidation","334xx","FL"
"C900007831","6000","6000","36 months","9.63%","192.57","A","A5","west covina unified school district","3 years","MORTGAGE","79000","VERIFIED - income","home_improvement","913xx","CA"
"C900001810","4000","4000","36 months","12.68%","134.17","C","C1","Accenture","5 years","OWN","65600","not verified","other","112xx","NY"
"C900001288","35000","35000","60 months","17.49%","879.09","D","D5","CREATETHE GROUP","1 year","MORTGAGE","240000","VERIFIED - income","debt_consolidation","112xx","NY"
"C900002820","30000","30000","60 months","20.30%","799.84","E","E5","transitown usa","5 years","MORTGAGE","82000","VERIFIED - income","debt_consolidation","140xx","NY"
"C900003826","25000","25000","60 months","18.64%","643.58","E","E1","","10+ years","RENT","50000","VERIFIED - income source","small_business","917xx","CA"
"C900001587","10700","10700","36 months","14.27%","367.11","C","C2","","5 years","MORTGAGE","117000","VERIFIED - income","wedding","957xx","CA"
"C900005396","15000","15000","36 months","12.04%","498.51","C","C5","Law Offices of Matt H. Morris","2 years","MORTGAGE","202000","not verified","home_improvement","922xx","CA"
"C900003098","10000","10000","60 months","13.98%","232.58","C","C3","Regence","2 years","RENT","36320","VERIFIED - income source","car","981xx","WA"
"C900006206","5600","5600","36 months","7.49%","174.17","A","A4","Lifebanc","< 1 year","MORTGAGE","36000","VERIFIED - income","debt_consolidation","441xx","OH"
"C900000516","3600","3600","60 months","16.45%","88.41","E","E1","Shentel","1 year","RENT","31200","VERIFIED - income source","car","228xx","VA"
"C900007348","4000","4000","36 months","10.59%","130.18","B","B2","","3 years","MORTGAGE","30000","not verified","other","325xx","FL"
"C900003961","22000","22000","60 months","17.27%","549.96","D","D3","Carlson Wagonlit Travel","< 1 year","MORTGAGE","114000","VERIFIED - income","debt_consolidation","752xx","TX"
"C900008129","4700","4700","36 months","9.63%","150.85","A","A5","Advantage SCI","< 1 year","RENT","86000","VERIFIED - income","debt_consolidation","221xx","VA"
"C900001828","15000","15000","36 months","13.61%","509.83","C","C2","Bjs Wholesale","1 year","RENT","50000","VERIFIED - income","wedding","018xx","MA"
"C900004238","10000","10000","60 months","10.74%","216.13","B","B4","UM SCCC","3 years","RENT","39996","VERIFIED - income","other","331xx","FL"
"C900001120","5250","5250","36 months","12.87%","176.57","C","C1","","2 years","MORTGAGE","56000","VERIFIED - income","other","112xx","NY"
"C900008469","20000","20000","36 months","19.29%","736.06","E","E4","CaseStack, Inc.","10+ years","RENT","130000","VERIFIED - income","debt_consolidation","900xx","CA"
"C900005144","2000","2000","36 months","11.36%","65.83","B","B5","United States Air Force","10+ years","RENT","65000","not verified","other","080xx","NJ"
"C900004601","18500","18500","36 months","16.02%","650.59","D","D5","","8 years","RENT","50400","VERIFIED - income source","home_improvement","076xx","NJ"
"C900000668","14000","14000","60 months","12.68%","316.26","C","C1","White County BOC","4 years","MORTGAGE","42500","not verified","debt_consolidation","305xx","GA"
"C900004834","11000","11000","36 months","6.62%","337.75","A","A2","Intertek","4 years","MORTGAGE","80000","not verified","debt_consolidation","703xx","LA"
"C900001355","33950","22975","60 months","21.74%","631.16","F","F5","Telstra Inc.","10+ years","MORTGAGE","180000","VERIFIED - income","debt_consolidation","945xx","CA"
"C900000890","5000","5000","36 months","10.38%","162.23","B","B1","Baltimore County Public Schools","5 years","MORTGAGE","47000","not verified","wedding","212xx","MD"
"C900007922","35000","35000","60 months","19.42%","916.03","E","E3","Allen & Company LLC","1 year","RENT","290000","VERIFIED - income","debt_consolidation","100xx","NY"
"C900004393","2000","2000","36 months","11.12%","65.6","B","B3","National Trailer Repair","3 years","MORTGAGE","30720","VERIFIED - income source","home_improvement","750xx","TX"
"C900001419","2000","2000","36 months","7.74%","62.44","A","A3","Chickasaw Nation","9 years","OWN","28000","not verified","other","748xx","OK"
"C900004407","3000","3000","36 months","9.91%","96.68","B","B1","U. S Postal Service","10+ years","MORTGAGE","83000","not verified","debt_consolidation","281xx","NC"
"C900008271","10000","10000","36 months","10.99%","327.34","B","B3","Bozzolo Inc.","1 year","MORTGAGE","72000","VERIFIED - income source","debt_consolidation","900xx","CA"
"C900005939","10000","10000","60 months","15.95%","242.92","D","D4","brookshires grocery company","10+ years","RENT","40000","VERIFIED - income source","credit_card","754xx","TX"
"C900007150","7500","6250","36 months","11.59%","206.37","C","C2","","< 1 year","MORTGAGE","38000","VERIFIED - income","home_improvement","241xx","VA"
"C900009167","23275","23275","60 months","10.65%","502.01","B","B2","United HealthCare","10+ years","RENT","52446","VERIFIED - income","debt_consolidation","061xx","CT"
"C900003635","12000","12000","36 months","7.90%","375.49","A","A4","united health care","2 years","RENT","42000","not verified","credit_card","124xx","NY"
"C900005150","13775","13775","36 months","12.98%","464.01","C","C3","University of Southern California","6 years","RENT","32878","VERIFIED - income","debt_consolidation","907xx","CA"
"C900006980","25000","25000","36 months","13.49%","848.27","C","C1","borough of prospect park police dept","9 years","RENT","110000","VERIFIED - income","credit_card","074xx","NJ"
"C900007000","1800","1800","60 months","20.25%","47.94","F","F1","GT Electrical","2 years","MORTGAGE","32000","VERIFIED - income source","debt_consolidation","114xx","NY"
"C900008327","5000","5000","36 months","6.99%","154.37","A","A3","gc services","8 years","RENT","21648","not verified","debt_consolidation","765xx","TX"
"C900008741","25000","25000","60 months","14.46%","587.69","D","D2","Bonland Industries","4 years","RENT","97920","VERIFIED - income source","debt_consolidation","106xx","NY"
"C900006844","14000","14000","36 months","7.88%","437.94","A","A5","Effective Graphics","7 years","RENT","60000","VERIFIED - income source","debt_consolidation","917xx","CA"
"C900006556","18000","18000","36 months","8.90%","571.56","A","A5","Tift Regional Medical Center","10+ years","MORTGAGE","99000","VERIFIED - income","debt_consolidation","317xx","GA"
"C900007454","6000","6000","36 months","10.38%","194.68","B","B1","Morrison Mgmt","10+ years","MORTGAGE","98700","not verified","debt_consolidation","750xx","TX"
"C900008830","12500","12500","36 months","7.49%","388.78","A","A4","Johns Hopkins School of Medicine","6 years","RENT","98850","VERIFIED - income","debt_consolidation","210xx","MD"
"C900001665","3000","3000","36 months","12.53%","100.4","C","C1","Farmers Insurance","< 1 year","RENT","60000","not verified","wedding","980xx","WA"
"C900001259","8000","8000","60 months","9.63%","168.53","B","B1","Lilliston Ford","10+ years","MORTGAGE","55000","VERIFIED - income","home_improvement","083xx","NJ"
"C900001466","6500","6500","36 months","9.88%","209.37","B","B1","ExxonMobil","1 year","RENT","91700","VERIFIED - income","credit_card","220xx","VA"
"C900008312","7500","5500","36 months","10.08%","177.68","B","B3","Thales Avionics","3 years","MORTGAGE","145000","not verified","medical","982xx","WA"
"C900004137","1200","1200","36 months","14.50%","41.31","E","E2","NEC Laboratories America, Inc.","7 years","RENT","49825","not verified","other","086xx","NJ"
"C900007043","8400","8400","36 months","15.05%","291.41","D","D4","General Dynamics","1 year","RENT","75000","VERIFIED - income","debt_consolidation","220xx","VA"
"C900009522","7000","7000","36 months","12.87%","235.44","C","C1","Marriott International","7 years","OWN","60000","not verified","major_purchase","212xx","MD"
"C900009066","10000","10000","36 months","5.79%","303.27","A","A2","Facebook","< 1 year","MORTGAGE","125000","not verified","credit_card","951xx","CA"
"C900000234","18225","13925","60 months","13.49%","320.35","C","C2","Bank Of America","10+ years","MORTGAGE","48383","VERIFIED - income","debt_consolidation","282xx","NC"
"C900008719","11100","11100","36 months","13.47%","376.55","C","C4","Olsen Construction Services, LLC","< 1 year","MORTGAGE","58000","VERIFIED - income","small_business","497xx","MI"
"C900007163","13200","13200","60 months","14.27%","309","C","C2","Saks Fifth Avenue","4 years","MORTGAGE","75000","not verified","credit_card","890xx","NV"
"C900005594","3500","3500","36 months","5.99%","106.47","A","A2","Health Solutions Services, Inc.","2 years","RENT","30720","VERIFIED - income source","debt_consolidation","701xx","LA"
"C900004438","9975","9975","36 months","5.42%","300.85","A","A1","Schindler Elevator","10+ years","MORTGAGE","114000","not verified","home_improvement","300xx","GA"
"C900008809","10000","10000","36 months","13.87%","341.15","D","D5","Mount Alvernia Academy","6 years","MORTGAGE","46900","VERIFIED - income","debt_consolidation","021xx","MA"
"C900006642","7500","5550","36 months","8.32%","174.74","A","A4","","< 1 year","RENT","44875","not verified","debt_consolidation","028xx","RI"
"C900002324","4000","4000","60 months","13.23%","91.49","C","C1","Western Reserve Eatery","2 years","MORTGAGE","60000","not verified","credit_card","444xx","OH"
"C900005322","11000","11000","36 months","11.14%","360.86","B","B2","millenium honda","2 years","RENT","90000","VERIFIED - income","debt_consolidation","113xx","NY"
"C900006891","15000","15000","36 months","16.07%","527.91","D","D5","Music Warehouse","1 year","RENT","45000","not verified","credit_card","211xx","MD"
"C900007887","10000","10000","36 months","6.99%","308.73","A","A3","Dorchester county EMS","2 years","MORTGAGE","34000","not verified","small_business","294xx","SC"
"C900006882","5000","5000","36 months","13.23%","169.03","C","C1","","6 years","MORTGAGE","60000","not verified","small_business","900xx","CA"
"C900008036","8000","8000","36 months","15.99%","281.22","D","D2","Cargill","< 1 year","OWN","32400","not verified","major_purchase","737xx","OK"
"C900005213","5000","5000","36 months","7.51%","155.55","A","A4","Best Buy","< 1 year","RENT","20743","VERIFIED - income","other","331xx","FL"
"C900001777","8000","8000","36 months","14.35%","274.79","C","C4","Attitudes in Dressing  Inc","10+ years","MORTGAGE","54996","VERIFIED - income","other","071xx","NJ"
"C900002654","18000","18000","36 months","18.64%","656.54","E","E1","Medical interventions, also Phoenix phys","10+ years","RENT","180000","VERIFIED - income","debt_consolidation","347xx","FL"
"C900008694","10000","10000","36 months","8.49%","315.63","A","A5","professional wireline rentals","6 years","MORTGAGE","130000","VERIFIED - income","major_purchase","703xx","LA"
"C900006970","8500","8500","60 months","13.06%","193.67","C","C2","Bsrker Blue Digital Imaging","5 years","RENT","28000","VERIFIED - income source","debt_consolidation","944xx","CA"
"C900002418","6000","4825","36 months","14.43%","165.92","E","E1","Yale Carolinas Inc","1 year","RENT","32000","VERIFIED - income","debt_consolidation","379xx","TN"
"C900006377","4000","4000","60 months","14.83%","94.81","D","D3","PCX Holdings, LLC","1 year","RENT","45000","not verified","medical","275xx","NC"
"C900008270","16000","16000","36 months","6.03%","486.97","A","A1","Parsons Corporation","7 years","MORTGAGE","67200","VERIFIED - income","debt_consolidation","751xx","TX"
"C900007726","10000","10000","36 months","14.59%","344.65","D","D1","catholic charities","9 years","MORTGAGE","62920","not verified","debt_consolidation","210xx","MD"
"C900008113","12000","12000","60 months","15.95%","291.5","D","D4","eDocument Resources","2 years","MORTGAGE","75000","not verified","debt_consolidation","553xx","MN"
"C900001386","3000","3000","36 months","6.39%","91.8","A","A1","EMSolutions, Inc","1 year","MORTGAGE","120000","VERIFIED - income","home_improvement","225xx","VA"
"C900009793","25000","25000","36 months","11.83%","828.35","B","B3","F&N MANAGEMENT CORP","10+ years","OWN","240000","not verified","home_improvement","117xx","NY"
"C900005394","14000","14000","36 months","15.31%","487.42","D","D3","Barix Clinix of Ohio","7 years","MORTGAGE","65000","not verified","debt_consolidation","431xx","OH"
"C900001039","16000","16000","60 months","17.27%","399.97","D","D3","Devry University","4 years","MORTGAGE","180000","VERIFIED - income source","other","902xx","CA"
"C900000930","5000","5000","60 months","17.49%","125.59","D","D5","Atec Ambulance","2 years","OWN","14400","not verified","car","600xx","IL"
"C900006797","1200","1200","36 months","7.88%","37.54","A","A5","The Boeing Company","1 year","MORTGAGE","57200","VERIFIED - income","major_purchase","631xx","MO"
"C900005682","2500","2500","36 months","12.53%","83.67","C","C1","The UPS Store","7 years","RENT","20000","VERIFIED - income","educational","919xx","CA"
"C900003047","2400","2400","36 months","12.73%","80.56","C","C1","Austin Independent School District","1 year","RENT","40000","not verified","other","787xx","TX"
"C900000018","12000","12000","36 months","6.91%","370.04","A","A5","CrownPeak","< 1 year","MORTGAGE","97000","VERIFIED - income","debt_consolidation","908xx","CA"
"C900003330","30000","30000","36 months","16.77%","1066.16","D","D2","Superior Technical Resources","< 1 year","OWN","102000","VERIFIED - income","debt_consolidation","917xx","CA"
"C900004548","5550","5550","36 months","7.49%","172.62","A","A4","L2T INC.","2 years","RENT","47004","not verified","debt_consolidation","900xx","CA"
"C900006789","25000","25000","36 months","15.62%","874.25","D","D1","American building maintenance","10+ years","OWN","70000","VERIFIED - income","debt_consolidation","796xx","TX"
"C900005775","3600","3600","36 months","6.99%","111.15","A","A3","Moberly Medical Clinics","7 years","MORTGAGE","60000","VERIFIED - income source","medical","634xx","MO"
"C900004652","4000","4000","36 months","6.62%","122.82","A","A2","Cornell University","5 years","MORTGAGE","97000","VERIFIED - income source","small_business","148xx","NY"
"C900001397","5500","5500","60 months","14.46%","129.3","D","D2","hard rock casino","4 years","RENT","65000","VERIFIED - income","credit_card","330xx","FL"
"C900002026","7200","7200","36 months","7.29%","223.28","A","A4","MLV Restaurant Associates","5 years","RENT","50000","VERIFIED - income source","debt_consolidation","891xx","NV"
"C900006449","6000","6000","36 months","11.99%","199.26","B","B5","Faber Daeufer  and  Rosenberg","< 1 year","MORTGAGE","77004","not verified","other","024xx","MA"
"C900000264","14400","14400","60 months","10.75%","311.3","B","B2","Archbishop Molloy High School","6 years","MORTGAGE","56000","VERIFIED - income source","debt_consolidation","113xx","NY"
"C900007847","7600","7600","36 months","12.21%","253.2","B","B5","University of Texas San ANtonio","1 year","RENT","60000","not verified","debt_consolidation","782xx","TX"
"C900009989","18900","18900","36 months","10.59%","615.1","B","B2","The Seven Hills School","10+ years","MORTGAGE","85800","VERIFIED - income","debt_consolidation","452xx","OH"
"C900001890","18000","18000","36 months","13.98%","615.03","C","C3","Philips Healthcare","10+ years","RENT","81000","VERIFIED - income","debt_consolidation","850xx","AZ"
"C900002794","3500","3500","36 months","12.69%","117.41","B","B5","carolinas medical center","10+ years","MORTGAGE","84996","not verified","major_purchase","281xx","NC"
"C900004590","4500","4500","36 months","11.71%","148.85","B","B3","Heath Tecna","4 years","RENT","48000","VERIFIED - income source","debt_consolidation","982xx","WA"
"C900004711","20000","20000","60 months","22.35%","556.37","F","F5","NOVA","8 years","RENT","73000","VERIFIED - income","debt_consolidation","220xx","VA"
"C900000615","15000","15000","36 months","12.61%","502.6","C","C2","Workforce Advantage","8 years","RENT","31680","VERIFIED - income","small_business","072xx","NJ"
"C900003569","27175","27175","36 months","8.49%","857.73","A","A5","Cardic Machine Products","10+ years","OWN","47844","VERIFIED - income","debt_consolidation","926xx","CA"
"C900002284","16000","16000","60 months","11.11%","348.76","B","B5","PDK Wheels","7 years","MORTGAGE","45000","not verified","debt_consolidation","609xx","IL"
"C900007654","12000","12000","36 months","8.90%","381.04","A","A5","Seagate","2 years","RENT","30000","not verified","credit_card","731xx","OK"
"C900003532","7500","7500","60 months","14.79%","177.6","C","C4","wal mart","7 years","RENT","25000","VERIFIED - income","credit_card","891xx","NV"
"C900000064","24250","24250","36 months","16.00%","852.57","D","D5","IBM","10+ years","RENT","104000","VERIFIED - income","other","913xx","CA"
"C900008241","18000","18000","60 months","11.49%","395.78","B","B4","Jackson Health System","10+ years","MORTGAGE","70830","VERIFIED - income","debt_consolidation","330xx","FL"
"C900003260","6000","6000","60 months","17.99%","152.33","E","E1","Availity","5 years","MORTGAGE","65000","not verified","wedding","750xx","TX"
